,,PeakPeriod,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02
,,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,
Belmullet Wave Buoy Berth A,2018-09-20,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-09-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-24,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-09-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-09-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-02,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2018-10-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-08,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2018-10-09,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-10-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-12,27.0833333333,27.0833333333,27.0833333333,27.0833333333,27.0833333333,27.0833333333,27.0833333333
Belmullet Wave Buoy Berth A,2018-10-13,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth A,2018-10-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-26,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-10-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-10-31,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-11-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-08,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667,91.6666666667
Belmullet Wave Buoy Berth A,2018-11-09,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth A,2018-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth A,2018-11-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Belmullet Wave Buoy Berth A,2018-11-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-20,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-11-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-23,39.5833333333,39.5833333333,39.5833333333,39.5833333333,39.5833333333,39.5833333333,39.5833333333
Belmullet Wave Buoy Berth A,2018-11-24,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667
Belmullet Wave Buoy Berth A,2018-11-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-11-29,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-11-30,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth A,2018-12-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-12-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth A,2018-12-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2009-12-15,31.25,31.25,31.25,31.25,31.25,31.25,31.25
Belmullet Wave Buoy Berth B,2009-12-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2009-12-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-16,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667,54.1666666667
Belmullet Wave Buoy Berth B,2010-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2010-01-18,29.1666666667,29.1666666667,29.1666666667,29.1666666667,29.1666666667,29.1666666667,29.1666666667
Belmullet Wave Buoy Berth B,2010-01-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-01-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-07,87.5,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-11,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Belmullet Wave Buoy Berth B,2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2010-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2010-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belmullet Wave Buoy Berth B,2010-02-15,37.5,37.5,37.5,37.5,37.5,37.5,37.5
Belmullet Wave Buoy Berth B,2010-02-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-02-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-04,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2010-03-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-10,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333,83.3333333333
Belmullet Wave Buoy Berth B,2010-03-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-03-31,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2010-04-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-12,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Belmullet Wave Buoy Berth B,2010-04-13,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Belmullet Wave Buoy Berth B,2010-04-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Belmullet Wave Buoy Berth B,2010-04-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Belmullet Wave Buoy Berth B,2010-04-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
