,,PeakPeriod,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02
,,avail,avail,avail,avail,avail,avail,avail
station_id,Date,,,,,,,
Galway Bay Wave Buoy,2016-02-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-02-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-03-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-04-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-11,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Galway Bay Wave Buoy,2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galway Bay Wave Buoy,2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galway Bay Wave Buoy,2016-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galway Bay Wave Buoy,2016-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galway Bay Wave Buoy,2016-05-16,60.4166666667,60.4166666667,60.4166666667,60.4166666667,60.4166666667,60.4166666667,60.4166666667
Galway Bay Wave Buoy,2016-05-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-06-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-07-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-18,93.75,93.75,93.75,93.75,93.75,93.75,93.75
Galway Bay Wave Buoy,2016-08-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-08-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-09-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-16,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-20,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-22,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-23,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-24,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-25,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-26,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-27,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-28,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-29,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-10-30,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333,95.8333333333
Galway Bay Wave Buoy,2016-10-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-03,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-04,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-05,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-06,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-07,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-09,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-13,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-15,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Galway Bay Wave Buoy,2016-11-16,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667,97.9166666667
Galway Bay Wave Buoy,2016-11-17,100.0,100.0,100.0,100.0,100.0,100.0,100.0
